,time,frequencies,channel,answer,prec_time,stimulus,subject,condition,date,hour,visual_cue,boundary,loc_change,changable_notes,time_difference,block,condition_number,trial_number,condition_n,trial_n,signal_theory
2219,48.011,261.6255653,17.5,0,0.0,stim_maj_2,sub21,main,2024-04-09,17-09-06,1,1,1,1,-48.011,experiment,91,91,3,18,miss
2235,55.008,261.6255653,1.0,0,0.0,stim_maj_2,sub21,main,2024-04-09,17-09-06,1,0,1,1,-55.008,experiment,107,107,3,18,miss
2241,61.012,293.6647679,1.0,0,0.0,stim_maj_2,sub21,main,2024-04-09,17-09-06,1,0,1,1,-61.012,experiment,113,113,3,18,miss
2262,4.001,932.327523,-17.5,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,0,1,-4.001,experiment,134,16,3,19,corr
2277,8.005,261.6255653,17.5,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,1,1,1,-8.005,experiment,149,31,3,19,miss
2290,16.004,329.6275569,1.0,1,16.75,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,1,1,1,0.7459999999999987,experiment,162,44,3,19,hit
2294,18.012,329.6275569,-17.5,1,18.852,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,1,1,0.8399999999999999,experiment,166,48,3,19,hit
2303,23.503,261.6255653,-17.5,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,0,1,-23.503,experiment,175,57,3,19,corr
2313,27.007,523.2511306,1.0,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,0,1,-27.007,experiment,185,67,3,19,corr
2348,36.003,195.997718,-17.5,1,36.843,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,1,1,0.8400000000000034,experiment,220,102,3,19,hit
2359,41.013,523.2511306,1.0,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,1,1,-41.013,experiment,231,113,3,19,miss
2373,45.011,523.2511306,17.5,1,46.035,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,0,1,1,1.0239999999999938,experiment,245,127,3,19,hit
2396,56.014,391.995436,1.0,0,0.0,stim_maj_5,sub21,main,2024-04-09,17-10-16,1,1,0,1,-56.014,experiment,268,150,3,19,corr
2440,8.265,523.2511306,17.5,1,9.073,stim_min_3,sub21,main,2024-04-09,17-11-26,1,1,1,1,0.8079999999999998,experiment,312,30,3,20,hit
2459,15.013,493.8833013,1.0,1,15.701,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,1,1,0.6880000000000006,experiment,331,49,3,20,hit
2469,19.003,293.6647679,-17.5,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,1,1,-19.003,experiment,341,59,3,20,miss
2481,23.001,311.1269837,1.0,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,1,1,-23.001,experiment,353,71,3,20,miss
2486,26.009,311.1269837,1.0,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,0,1,-26.009,experiment,358,76,3,20,corr
2499,34.005,783.990872,-17.5,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,1,1,-34.005,experiment,371,89,3,20,miss
2508,40.512,391.995436,1.0,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,1,1,1,-40.512,experiment,380,98,3,20,miss
2522,48.259,195.997718,1.0,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,1,0,1,-48.259,experiment,394,112,3,20,corr
2545,55.012,261.6255653,17.5,1,55.743,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,1,1,0.7310000000000016,experiment,417,135,3,20,hit
2554,60.013,311.1269837,17.5,0,0.0,stim_min_3,sub21,main,2024-04-09,17-11-26,1,0,0,1,-60.013,experiment,426,144,3,20,corr
2580,8.505,391.995436,1.0,1,9.303,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,1,1,1,0.798,experiment,452,19,3,21,hit
2590,12.002,349.2282314,17.5,0,0.0,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,0,1,1,-12.002,experiment,462,29,3,21,miss
2597,16.026,261.6255653,17.5,0,0.0,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,1,0,1,-16.026,experiment,469,36,3,21,corr
2615,22.028,261.6255653,1.0,0,0.0,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,0,1,1,-22.028,experiment,487,54,3,21,miss
2620,24.023,391.995436,-17.5,1,24.738,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,1,1,1,0.7149999999999999,experiment,492,59,3,21,hit
2641,32.005,523.2511306,17.5,1,32.595,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,1,1,1,0.5899999999999963,experiment,513,80,3,21,hit
2657,40.005,261.6255653,17.5,0,0.0,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,1,0,1,-40.005,experiment,529,96,3,21,corr
2664,44.005,391.995436,1.0,0,0.0,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,0,0,1,-44.005,experiment,536,103,3,21,corr
2676,47.023,523.2511306,-17.5,1,48.035,stim_maj_1,sub21,main,2024-04-09,17-12-36,1,0,1,1,1.0119999999999933,experiment,548,115,3,21,hit
2724,8.276,783.990872,1.0,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,1,1,1,-8.276,experiment,596,23,3,22,miss
2743,13.013,659.2551138,17.5,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,1,1,-13.013,experiment,615,42,3,22,miss
2754,16.25,391.995436,17.5,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,1,0,1,-16.25,experiment,626,53,3,22,corr
2765,19.004,587.3295358,1.0,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,1,1,-19.004,experiment,637,64,3,22,miss
2780,23.004,659.2551138,-17.5,1,23.561,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,1,1,0.5569999999999986,experiment,652,79,3,22,hit
2808,33.013,587.3295358,17.5,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,1,1,-33.013,experiment,680,107,3,22,miss
2827,39.003,493.8833013,17.5,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,0,1,-39.003,experiment,699,126,3,22,corr
2837,44.004,261.6255653,-17.5,0,0.0,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,0,0,1,-44.004,experiment,709,136,3,22,corr
2849,48.005,523.2511306,1.0,1,49.171,stim_maj_3,sub21,main,2024-04-09,17-13-46,1,1,1,1,1.1659999999999968,experiment,721,148,3,22,hit
2916,8.008,523.2511306,1.0,1,8.77,stim_min_5,sub21,main,2024-04-09,17-14-55,1,1,1,1,0.7620000000000005,experiment,788,24,3,23,hit
2934,20.008,391.995436,17.5,1,20.945,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,1,1,0.9370000000000012,experiment,806,42,3,23,hit
2950,24.005,523.2511306,1.0,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,1,1,1,-24.005,experiment,822,58,3,23,miss
2969,31.01,261.6255653,1.0,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,1,1,-31.01,experiment,841,77,3,23,miss
2974,35.006,523.2511306,17.5,1,35.725,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,0,1,0.7190000000000012,experiment,846,82,3,23,fa
2995,44.005,622.2539674,1.0,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,0,1,-44.005,experiment,867,103,3,23,corr
3006,47.005,493.8833013,1.0,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,0,1,-47.005,experiment,878,114,3,23,corr
3016,51.006,246.9416506,-17.5,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,0,1,-51.006,experiment,888,124,3,23,corr
3030,58.015,391.995436,1.0,0,0.0,stim_min_5,sub21,main,2024-04-09,17-14-55,1,0,1,1,-58.015,experiment,902,138,3,23,miss
3065,8.003,523.2511306,1.0,1,8.828,stim_min_4,sub21,main,2024-04-09,17-16-05,1,1,1,1,0.8249999999999993,experiment,937,27,3,24,hit
3075,12.001,311.1269837,17.5,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,0,1,1,-12.001,experiment,947,37,3,24,miss
3081,14.001,311.1269837,17.5,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,0,0,1,-14.001,experiment,953,43,3,24,corr
3085,16.009,391.995436,17.5,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,1,0,1,-16.009,experiment,957,47,3,24,corr
3096,19.014,523.2511306,1.0,1,19.808,stim_min_4,sub21,main,2024-04-09,17-16-05,1,0,1,1,0.7940000000000005,experiment,968,58,3,24,hit
3103,21.003,830.6093952,-17.5,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,0,1,1,-21.003,experiment,975,65,3,24,miss
3116,24.009,523.2511306,1.0,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,1,1,1,-24.009,experiment,988,78,3,24,miss
3140,32.013,523.2511306,17.5,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,1,0,1,-32.013,experiment,1012,102,3,24,corr
3166,40.013,391.995436,1.0,0,0.0,stim_min_4,sub21,main,2024-04-09,17-16-05,1,1,0,1,-40.013,experiment,1038,128,3,24,corr
3195,54.011,415.3046976,1.0,1,55.023,stim_min_4,sub21,main,2024-04-09,17-16-05,1,0,1,1,1.0120000000000005,experiment,1067,157,3,24,hit
3225,4.009,349.2282314,1.0,1,5.024,stim_min_2,sub21,main,2024-04-09,17-17-24,1,0,1,1,1.0149999999999997,experiment,1097,10,3,25,hit
3237,8.515,391.995436,1.0,0,0.0,stim_min_2,sub21,main,2024-04-09,17-17-24,1,1,0,1,-8.515,experiment,1109,22,3,25,corr
3245,12.003,246.9416506,1.0,0,0.0,stim_min_2,sub21,main,2024-04-09,17-17-24,1,0,1,1,-12.003,experiment,1117,30,3,25,miss
3258,16.014,523.2511306,-17.5,1,16.917,stim_min_2,sub21,main,2024-04-09,17-17-24,1,1,1,1,0.9030000000000022,experiment,1130,43,3,25,hit
3311,40.008,261.6255653,1.0,0,0.0,stim_min_2,sub21,main,2024-04-09,17-17-24,1,1,0,1,-40.008,experiment,1183,96,3,25,corr
3322,48.004,391.995436,1.0,1,49.126,stim_min_2,sub21,main,2024-04-09,17-17-24,1,1,1,1,1.1219999999999999,experiment,1194,107,3,25,hit
3329,52.006,391.995436,-17.5,1,53.28,stim_min_2,sub21,main,2024-04-09,17-17-24,1,0,1,1,1.274000000000001,experiment,1201,114,3,25,hit
3335,57.006,391.995436,1.0,1,58.081,stim_min_2,sub21,main,2024-04-09,17-17-24,1,1,1,1,1.0750000000000028,experiment,1207,120,3,25,hit
3341,62.014,311.1269837,17.5,0,0.0,stim_min_2,sub21,main,2024-04-09,17-17-24,1,0,1,1,-62.014,experiment,1213,126,3,25,miss
3383,15.013,261.6255653,17.5,1,15.79,stim_min_6,sub21,main,2024-04-09,17-18-34,1,0,1,1,0.7769999999999992,experiment,1255,39,3,26,hit
3387,18.014,523.2511306,1.0,0,0.0,stim_min_6,sub21,main,2024-04-09,17-18-34,1,0,1,1,-18.014,experiment,1259,43,3,26,miss
3402,23.013,493.8833013,-17.5,0,0.0,stim_min_6,sub21,main,2024-04-09,17-18-34,1,0,1,1,-23.013,experiment,1274,58,3,26,miss
3414,27.008,587.3295358,1.0,1,27.898,stim_min_6,sub21,main,2024-04-09,17-18-34,1,0,1,1,0.8900000000000006,experiment,1286,70,3,26,hit
3430,32.012,391.995436,17.5,0,0.0,stim_min_6,sub21,main,2024-04-09,17-18-34,1,1,0,1,-32.012,experiment,1302,86,3,26,corr
3450,38.007,523.2511306,1.0,0,0.0,stim_min_6,sub21,main,2024-04-09,17-18-34,1,0,0,1,-38.007,experiment,1322,106,3,26,corr
3455,40.0,261.6255653,-17.5,1,41.185,stim_min_6,sub21,main,2024-04-09,17-18-34,1,1,0,1,1.1850000000000023,experiment,1327,111,3,26,fa
3493,56.006,587.3295358,17.5,1,57.034,stim_min_6,sub21,main,2024-04-09,17-18-34,1,1,0,1,1.0279999999999987,experiment,1365,149,3,26,fa
3553,16.014,391.995436,1.0,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,1,1,1,-16.014,experiment,1425,49,3,27,miss
3565,20.002,523.2511306,-17.5,1,20.733,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,1,1,0.7310000000000016,experiment,1437,61,3,27,hit
3572,22.013,391.995436,1.0,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,1,1,-22.013,experiment,1444,68,3,27,miss
3602,31.012,493.8833013,1.0,1,31.712,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,1,1,0.6999999999999993,experiment,1474,98,3,27,hit
3612,35.014,293.6647679,-17.5,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,1,1,-35.014,experiment,1484,108,3,27,miss
3623,40.011,329.6275569,-17.5,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,1,0,1,-40.011,experiment,1495,119,3,27,corr
3634,44.012,293.6647679,1.0,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,0,1,-44.012,experiment,1506,130,3,27,corr
3646,48.0,523.2511306,17.5,1,48.528,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,1,1,1,0.5279999999999987,experiment,1518,142,3,27,hit
3676,56.009,261.6255653,17.5,0,0.0,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,1,0,1,-56.009,experiment,1548,172,3,27,corr
3686,61.015,349.2282314,1.0,1,61.836,stim_maj_6,sub21,main,2024-04-09,17-19-44,1,0,1,1,0.820999999999998,experiment,1558,182,3,27,hit
3720,8.006,523.2511306,1.0,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,1,1,1,-8.006,experiment,1592,32,3,28,miss
3733,16.009,391.995436,17.5,1,16.786,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,1,1,1,0.777000000000001,experiment,1605,45,3,28,hit
3744,20.009,329.6275569,17.5,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,0,0,1,-20.009,experiment,1616,56,3,28,corr
3761,25.013,349.2282314,17.5,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,0,0,1,-25.013,experiment,1633,73,3,28,corr
3792,40.004,659.2551138,1.0,1,40.751,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,1,1,1,0.7469999999999999,experiment,1664,104,3,28,hit
3802,45.003,293.6647679,1.0,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,0,1,1,-45.003,experiment,1674,114,3,28,miss
3813,48.004,329.6275569,1.0,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,1,0,1,-48.004,experiment,1685,125,3,28,corr
3829,52.005,329.6275569,-17.5,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,0,0,1,-52.005,experiment,1701,141,3,28,corr
3844,56.001,391.995436,1.0,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,1,0,1,-56.001,experiment,1716,156,3,28,corr
3848,60.017,493.8833013,17.5,0,0.0,stim_maj_4,sub21,main,2024-04-09,17-20-55,1,0,1,1,-60.017,experiment,1720,160,3,28,miss
3873,8.004,261.6255653,17.5,1,8.908,stim_min_1,sub21,main,2024-04-09,17-22-06,1,1,1,1,0.9039999999999999,experiment,1745,21,3,29,hit
3877,11.504,349.2282314,17.5,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,0,0,1,-11.504,experiment,1749,25,3,29,corr
3884,16.003,391.995436,1.0,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,1,0,1,-16.003,experiment,1756,32,3,29,corr
3888,20.013,493.8833013,-17.5,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,0,1,1,-20.013,experiment,1760,36,3,29,miss
3904,32.009,261.6255653,17.5,1,32.712,stim_min_1,sub21,main,2024-04-09,17-22-06,1,1,1,1,0.703000000000003,experiment,1776,52,3,29,hit
3912,36.028,391.995436,1.0,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,0,1,1,-36.028,experiment,1784,60,3,29,miss
3916,38.006,293.6647679,-17.5,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,0,1,1,-38.006,experiment,1788,64,3,29,miss
3919,40.015,261.6255653,1.0,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,1,1,1,-40.015,experiment,1791,67,3,29,miss
3938,48.028,391.995436,17.5,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,1,0,1,-48.028,experiment,1810,86,3,29,corr
3949,53.024,293.6647679,1.0,0,0.0,stim_min_1,sub21,main,2024-04-09,17-22-06,1,0,0,1,-53.024,experiment,1821,97,3,29,corr
3994,9.01,391.995436,1.0,1,9.775,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,1,1,1,0.7650000000000006,experiment,17,17,4,30,hit
4002,12.001,261.6255653,17.5,0,0.0,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,0,1,1,-12.001,experiment,25,25,4,30,miss
4011,15.51,261.6255653,1.0,1,16.494,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,1,1,1,0.984,experiment,34,34,4,30,hit
4040,31.702,523.2511306,1.0,0,0.0,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,1,0,1,-31.702,experiment,63,63,4,30,corr
4064,45.949,329.6275569,1.0,0,0.0,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,0,1,1,-45.949,experiment,87,87,4,30,miss
4068,48.454,261.6255653,1.0,0,0.0,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,1,0,1,-48.454,experiment,91,91,4,30,corr
4085,59.21,261.6255653,-17.5,1,59.85,stim_maj_2,sub21,rhythm,2024-04-09,17-24-33,1,1,1,1,0.6400000000000006,experiment,108,108,4,30,hit
4100,0.887,523.2511306,1.0,1,1.707,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,1,1,0.8200000000000001,experiment,123,5,4,31,hit
4126,10.416,261.6255653,17.5,0,0.0,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,1,1,1,-10.416,experiment,149,31,4,31,miss
4132,12.324,349.2282314,17.5,0,0.0,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,0,1,-12.324,experiment,155,37,4,31,corr
4138,14.289,523.2511306,17.5,0,0.0,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,0,1,-14.289,experiment,161,43,4,31,corr
4144,17.792,220.0,1.0,1,18.894,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,1,1,1.1019999999999968,experiment,167,49,4,31,hit
4153,22.54,391.995436,-17.5,1,23.192,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,1,1,1,0.652000000000001,experiment,176,58,4,31,hit
4181,34.167,391.995436,1.0,1,35.055,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,1,1,0.8879999999999981,experiment,204,86,4,31,hit
4199,40.957,261.6255653,17.5,0,0.0,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,1,1,-40.957,experiment,222,104,4,31,miss
4224,49.211,523.2511306,1.0,1,49.852,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,0,1,1,0.6409999999999982,experiment,247,129,4,31,hit
4227,50.958,329.6275569,17.5,0,0.0,stim_maj_5,sub21,rhythm,2024-04-09,17-25-44,1,1,1,1,-50.958,experiment,250,132,4,31,miss
4289,10.713,523.2511306,-17.5,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,1,0,1,-10.713,experiment,312,30,4,32,corr
4308,18.582,493.8833013,1.0,1,19.482,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,1,1,0.8999999999999986,experiment,331,49,4,32,hit
4312,20.576,311.1269837,17.5,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,1,1,-20.576,experiment,335,53,4,32,miss
4318,22.832,293.6647679,1.0,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,1,1,-22.832,experiment,341,59,4,32,miss
4330,27.33,311.1269837,1.0,1,28.201,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,1,1,0.8710000000000022,experiment,353,71,4,32,hit
4344,34.33,523.2511306,-17.5,1,34.952,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,1,1,1,0.6219999999999999,experiment,367,85,4,32,hit
4350,36.587,830.6093952,-17.5,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,0,1,-36.587,experiment,373,91,4,32,corr
4364,42.329,466.1637615,1.0,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,1,1,-42.329,experiment,387,105,4,32,miss
4395,55.957,391.995436,1.0,1,56.904,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,1,1,1,0.9470000000000027,experiment,418,136,4,32,hit
4408,62.46,195.997718,1.0,0,0.0,stim_min_3,sub21,rhythm,2024-04-09,17-26-54,1,0,0,1,-62.46,experiment,431,149,4,32,corr
4419,3.753,293.6647679,1.0,1,4.72,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,0,1,1,0.9669999999999996,experiment,442,9,4,33,hit
4429,8.698,391.995436,1.0,0,0.0,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,1,0,1,-8.698,experiment,452,19,4,33,corr
4436,13.207,391.995436,17.5,0,0.0,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,0,1,1,-13.207,experiment,459,26,4,33,miss
4441,14.951,329.6275569,1.0,0,0.0,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,0,1,1,-14.951,experiment,464,31,4,33,miss
4446,17.074,261.6255653,-17.5,1,17.822,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,1,1,1,0.7479999999999976,experiment,469,36,4,33,hit
4490,35.205,523.2511306,1.0,1,35.846,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,1,1,1,0.6409999999999982,experiment,513,80,4,33,hit
4526,50.582,246.9416506,-17.5,0,0.0,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,1,0,1,-50.582,experiment,549,116,4,33,corr
4541,59.327,523.2511306,1.0,1,59.994,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,1,1,1,0.6670000000000016,experiment,564,131,4,33,hit
4549,62.704,329.6275569,17.5,0,0.0,stim_maj_1,sub21,rhythm,2024-04-09,17-28-03,1,0,1,1,-62.704,experiment,572,139,4,33,miss
4592,14.778,659.2551138,1.0,0,0.0,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,0,0,1,-14.778,experiment,615,42,4,34,corr
4603,18.408,391.995436,17.5,0,0.0,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,1,1,1,-18.408,experiment,626,53,4,34,miss
4618,22.4,659.2551138,1.0,1,23.196,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,0,1,1,0.7960000000000029,experiment,641,68,4,34,hit
4632,26.655,391.995436,-17.5,1,27.386,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,1,1,1,0.7309999999999981,experiment,655,82,4,34,hit
4654,33.536,523.2511306,-17.5,0,0.0,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,1,0,1,-33.536,experiment,677,104,4,34,corr
4669,37.909,698.4564629,1.0,0,0.0,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,0,1,1,-37.909,experiment,692,119,4,34,miss
4678,41.66,391.995436,17.5,1,42.22,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,1,1,1,0.5600000000000023,experiment,701,128,4,34,hit
4686,44.398,261.6255653,1.0,1,45.47,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,0,1,1,1.0719999999999956,experiment,709,136,4,34,hit
4698,49.412,523.2511306,-17.5,1,49.983,stim_maj_3,sub21,rhythm,2024-04-09,17-29-13,1,1,1,1,0.570999999999998,experiment,721,148,4,34,hit
4773,13.863,261.6255653,17.5,0,0.0,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,0,1,1,-13.863,experiment,796,32,4,35,miss
4799,23.86,523.2511306,1.0,0,0.0,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,1,1,1,-23.86,experiment,822,58,4,35,miss
4809,27.85,415.3046976,-17.5,1,28.559,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,0,1,1,0.7089999999999996,experiment,832,68,4,35,hit
4819,33.349,391.995436,1.0,1,34.258,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,1,1,1,0.909000000000006,experiment,842,78,4,35,hit
4830,39.106,523.2511306,17.5,1,40.068,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,1,0,1,0.9619999999999962,experiment,853,89,4,35,fa
4857,50.234,261.6255653,1.0,1,50.881,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,1,1,1,0.6469999999999985,experiment,880,116,4,35,hit
4861,52.483,246.9416506,1.0,0,0.0,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,0,0,1,-52.483,experiment,884,120,4,35,corr
4869,56.475,261.6255653,1.0,0,0.0,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,0,1,1,-56.475,experiment,892,128,4,35,miss
4877,59.724,391.995436,17.5,1,60.595,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,1,1,1,0.8710000000000022,experiment,900,136,4,35,hit
4882,61.729,415.3046976,1.0,0,0.0,stim_min_5,sub21,rhythm,2024-04-09,17-30-23,1,0,0,1,-61.729,experiment,905,141,4,35,corr
4914,8.169,523.2511306,1.0,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,1,0,1,-8.169,experiment,937,27,4,36,corr
4922,11.256,293.6647679,17.5,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,0,1,1,-11.256,experiment,945,35,4,36,miss
4930,14.538,311.1269837,1.0,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,0,1,1,-14.538,experiment,953,43,4,36,miss
4934,16.531,391.995436,-17.5,1,17.335,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,1,1,1,0.804000000000002,experiment,957,47,4,36,hit
4941,20.116,311.1269837,1.0,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,0,1,1,-20.116,experiment,964,54,4,36,miss
4947,21.658,523.2511306,1.0,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,0,0,1,-21.658,experiment,970,60,4,36,corr
4989,36.795,523.2511306,17.5,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,1,0,1,-36.795,experiment,1012,102,4,36,corr
5028,52.129,391.995436,1.0,1,52.861,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,1,1,1,0.7319999999999993,experiment,1051,141,4,36,hit
5034,54.453,391.995436,17.5,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,0,1,1,-54.453,experiment,1057,147,4,36,miss
5046,58.794,391.995436,1.0,0,0.0,stim_min_4,sub21,rhythm,2024-04-09,17-31-34,1,1,1,1,-58.794,experiment,1069,159,4,36,miss
5077,5.127,523.2511306,1.0,1,5.858,stim_min_2,sub21,rhythm,2024-04-09,17-32-44,1,0,1,1,0.7309999999999999,experiment,1100,13,4,37,hit
